dish_name,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,calorie_label
Breaded Fish with Potatoes,600,25.0,30.0,50.0,🔴 高卡
Edible seeds,200,8.0,10.0,30.0,🟡 中卡
Spicy Sliced Pork,600,40.0,30.0,20.0,🔴 高卡
Minced Meat Dish,350,25.0,20.0,10.0,🔴 高卡
Stir-fried vegetables with sausages,600,25.0,20.0,80.0,🔴 高卡
Assorted Seafood and Vegetables,800,50.0,40.0,60.0,🔴 高卡
Beef-flavored chips,150,2.0,8.0,18.0,🟡 中卡
Mixed Street Food,600,30.0,25.0,70.0,🔴 高卡
Ginger Chicken,350,25.0,20.0,10.0,🔴 高卡
Egg and Vegetable Stew,450,25.0,20.0,40.0,🔴 高卡
Peanut Stew,350,20.0,15.0,40.0,🔴 高卡
Vegetable Medley with Sweet Potato,350,15.0,10.0,60.0,🔴 高卡
Bread Roll with Milk,250,8.0,5.0,40.0,🔴 高卡
Fried Plantains with Legume Stew,600,25.0,20.0,80.0,🔴 高卡
Jelly,150,1.0,0.5,35.0,🟡 中卡
Pumpkin Soup,250,5.0,10.0,35.0,🔴 高卡
Chocolate Croissant and Coffee,400,6.0,20.0,50.0,🔴 高卡
Rose Yogurt,150,4.0,5.0,20.0,🟡 中卡
Mixed Meat Rice Box,800,40.0,30.0,90.0,🔴 高卡
Durian Pastry,250,5.0,10.0,35.0,🔴 高卡
Creamy Salmon Pasta,600,25.0,20.0,80.0,🔴 高卡
Meat with Dipping Sauce,350,25.0,20.0,10.0,🔴 高卡
Noodles with Egg and Vegetables,600,20.0,15.0,80.0,🔴 高卡
Chocolate Cream Biscuit,150,1.5,7.0,22.0,🟡 中卡
Vietnamese Rice Noodle Salad,600,30.0,20.0,80.0,🔴 高卡
Cracker,70,1.0,3.0,10.0,🟢 低卡
Shrimp and Pasta Salad,600,30.0,20.0,70.0,🔴 高卡
Seafood Dumpling Soup,350,20.0,10.0,45.0,🔴 高卡
Spicy Chicken Instant Noodles,400,10.0,15.0,60.0,🔴 高卡
Chicken and Vegetable Stew with Rice,600,30.0,15.0,80.0,🔴 高卡
Lobster in broth,350,30.0,15.0,5.0,🔴 高卡
Chocolate Waffle with Shrimp and Fries,800,20.0,35.0,100.0,🔴 高卡
Fudge Brownie,180,2.0,7.0,28.0,🟡 中卡
Grilled Meat with Tomatoes,600,50.0,30.0,20.0,🔴 高卡
Steamed Fish with Tofu,350,30.0,15.0,20.0,🔴 高卡
Beef and Radish Stew,600,40.0,25.0,50.0,🔴 高卡
Yusheng (Prosperity Toss),350,15.0,10.0,50.0,🔴 高卡
Spicy Sesame Snack,300,10.0,20.0,30.0,🔴 高卡
Vietnamese Spring Rolls and Noodle Soup,800,40.0,30.0,90.0,🔴 高卡
Layered Gelatin Dessert,250,4.0,8.0,40.0,🔴 高卡
Rice with Fish,600,30.0,15.0,80.0,🔴 高卡
French Toast with Fruits and Shrimp,600,25.0,20.0,80.0,🔴 高卡
Spicy Peanut Stir-fry,400,25.0,20.0,30.0,🔴 高卡
Mixed dish with chips and cocktail,600,15.0,30.0,70.0,🔴 高卡
Frozen Ice Cream Bar,100,1.0,2.0,20.0,🟡 中卡
Soup with seeds,350,20.0,15.0,30.0,🔴 高卡
Stir-fried protein with rice and greens,600,30.0,20.0,80.0,🔴 高卡
Green Tea Mousse Cake,250,5.0,15.0,30.0,🔴 高卡
California Prunes,240,2.0,0.5,64.0,🟡 中卡
Sliced Beef for BBQ,500,40.0,35.0,0.0,🔴 高卡
Cheesy Casserole,350,15.0,20.0,30.0,🔴 高卡
Fried Snack Balls with Cucumber,400,15.0,20.0,40.0,🔴 高卡
Rice with Green Sauce,450,8.0,10.0,80.0,🔴 高卡
Frozen Snacks,250,5.0,10.0,35.0,🔴 高卡
Sizzling Chicken,600,40.0,25.0,50.0,🔴 高卡
Clams in Sauce,250,20.0,10.0,15.0,🔴 高卡
Blueberry Jam,250,0.5,0.5,60.0,🔴 高卡
Sushi and Hummus Platter,800,25.0,30.0,100.0,🔴 高卡
Shrimp and Pork Dish,800,40.0,30.0,90.0,🔴 高卡
Stir-fried Carrots,150,3.0,5.0,25.0,🟡 中卡
Sweet Sticky Rice,250,4.0,5.0,45.0,🔴 高卡
Steamed Meat with Sauces,600,50.0,30.0,20.0,🔴 高卡
Roti Canai with Fried Egg,450,15.0,25.0,40.0,🔴 高卡
Lotus Root Salad,70,2.0,0.1,16.0,🟢 低卡
Cracker Sandwich,150,3.0,6.0,20.0,🟡 中卡
Strawberry Cupcake,250,3.0,10.0,38.0,🔴 高卡
Shrimp Sashimi,200,40.0,2.0,0.0,🟡 中卡
Noodle Bowl with Egg and Tofu,600,30.0,20.0,70.0,🔴 高卡
Grilled Skewers and Sides,800,50.0,40.0,60.0,🔴 高卡
Beef Stroganoff,800,50.0,40.0,60.0,🔴 高卡
Lactic Acid Bacteria Bread,150,3.0,5.0,25.0,🟡 中卡
Fried Rice Cakes,300,10.0,15.0,35.0,🔴 高卡
Pomegranates,234,5.0,3.3,52.0,🟡 中卡
Stir-fried vegetables with shrimp,450,25.0,15.0,60.0,🔴 高卡
Curry Rice Bowl,600,30.0,20.0,70.0,🔴 高卡
Packaged Olives,150,1.0,15.0,6.0,🟡 中卡
Assorted Beverages and Dessert,300,5.0,10.0,45.0,🔴 高卡
Mixed Vegetable and Meat Plate,600,40.0,20.0,60.0,🔴 高卡
Sliced Peaches,60,1.5,0.4,15.0,🟢 低卡
Crab and assorted dishes,600,40.0,30.0,20.0,🔴 高卡
Stir-fried Beef with Garlic and Green Onions,350,25.0,15.0,30.0,🔴 高卡
Shrimp Snack,200,18.1,2.0,5.0,🟡 中卡
Mixed Rice Bowl with Soup,600,20.0,15.0,90.0,🔴 高卡
Boiled Leafy Greens,50,3.0,1.0,10.0,🟢 低卡
Mixed Vegetable Curry with Rice,600,30.0,20.0,80.0,🔴 高卡
Soft-boiled eggs,150,12.0,10.0,1.0,🟡 中卡
Double Cheeseburger Meal,800,30.0,40.0,80.0,🔴 高卡
Pineapple Chicken Stir-Fry,600,30.0,20.0,70.0,🔴 高卡
Korean Soup (likely Samgyetang),600,40.0,20.0,50.0,🔴 高卡
Stir-fried Pork Liver,250,20.0,15.0,10.0,🔴 高卡
Garlic Clams,200,25.0,3.0,5.0,🟡 中卡
Scrambled Eggs with Greens,250,12.0,15.0,10.0,🔴 高卡
Vietnamese Rice Noodle Platter,600,30.0,25.0,70.0,🔴 高卡
Vegetable Calcium Cracker,150,3.0,6.0,20.0,🟡 中卡
Potato Snacks,150,2.0,8.0,18.0,🟡 中卡
Oatmeal Bars,250,5.0,10.0,35.0,🔴 高卡
Dried Milk Skin,382,22.8,0.0,0.0,🔴 高卡
Nut Bread,350,6.0,15.0,50.0,🔴 高卡
Stir-fried Green Peppers with Ground Meat,300,20.0,15.0,25.0,🔴 高卡
Sausages and Dumplings,600,25.0,40.0,30.0,🔴 高卡
Scrambled Eggs with Green Beans,250,20.0,15.0,10.0,🔴 高卡
Fried Chicken with Cabbage,600,40.0,30.0,30.0,🔴 高卡
Egg Omelet,250,12.0,18.0,15.0,🔴 高卡
Stir-fried Broccoli with Pork,350,25.0,15.0,30.0,🔴 高卡
Green Apple Flavored Milk,120,3.0,2.0,24.0,🟡 中卡
Grilled Fish Meal,700,40.0,20.0,90.0,🔴 高卡
Nut Topped Donut,250,5.0,10.0,35.0,🔴 高卡
Beef Meatball Noodle Soup,600,30.0,20.0,70.0,🔴 高卡
Spicy Potato Roll,300,5.0,10.0,45.0,🔴 高卡
Grilled Steak with Tomatoes and Garlic,600,50.0,35.0,10.0,🔴 高卡
Skewered Meat and Vegetables,600,30.0,25.0,50.0,🔴 高卡
Grilled Eel,350,30.0,20.0,5.0,🔴 高卡
Grilled Sausages with Vegetables,600,25.0,45.0,30.0,🔴 高卡
Brunch Toast,450,18.0,20.0,50.0,🔴 高卡
Chicken Stew with Quail Eggs,600,40.0,30.0,20.0,🔴 高卡
Pancakes with Fruits,600,10.0,20.0,90.0,🔴 高卡
Fried Crab with Sides,600,40.0,25.0,50.0,🔴 高卡
Fried Potato Pancakes,600,10.0,35.0,60.0,🔴 高卡
Fried Fish with Seafood and Vegetables,800,50.0,30.0,80.0,🔴 高卡
Takeout Asian Dish,250,15.0,10.0,30.0,🔴 高卡
Milk-flavored snack,150,3.0,5.0,22.0,🟡 中卡
Dumplings and Rolls,400,20.0,15.0,50.0,🔴 高卡
Shrimp and Omelet Platter,800,40.0,30.0,70.0,🔴 高卡
Spicy Stir-Fried Noodles and Vegetables,600,30.0,20.0,80.0,🔴 高卡
Chicken and Rice with Vegetables,700,40.0,30.0,70.0,🔴 高卡
Raw Chicken Thighs,250,20.0,15.0,0.0,🔴 高卡
Melon Smoothie,150,1.5,0.5,36.0,🟡 中卡
Breaded Fish with Sauce,350,15.0,20.0,30.0,🔴 高卡
Hearty Meatball Stew,600,30.0,25.0,70.0,🔴 高卡
Steamed Fish with Spicy Sauce,350,30.0,15.0,5.0,🔴 高卡
Stir-Fried Broccoli,250,8.0,10.0,30.0,🔴 高卡
Peanuts and assorted snacks,600,25.0,50.0,20.0,🔴 高卡
Pumpkin Seeds,600,30.0,50.0,20.0,🔴 高卡
Stir-fried Bitter Melon with Rice,600,30.0,20.0,70.0,🔴 高卡
Grilled Chicken Sandwich with Salad,600,30.0,20.0,70.0,🔴 高卡
Chocolate-Covered Nuts,150,2.0,7.0,20.0,🟡 中卡
Snack Bars and Candies,250,5.0,10.0,35.0,🔴 高卡
Baked Meat Dish,250,15.0,10.0,30.0,🔴 高卡
Chicken and Bean Stew,350,25.0,15.0,30.0,🔴 高卡
Snack Crackers,488,12.0,19.0,64.7,🔴 高卡
Spicy Meat and Nuts,350,25.0,20.0,15.0,🔴 高卡
Spicy Beef Fried Rice,500,20.0,15.0,70.0,🔴 高卡
Spicy Chicken Feet Salad,350,25.0,15.0,30.0,🔴 高卡
Waffle with Ice Cream and Fruits,450,8.0,20.0,60.0,🔴 高卡
Mixed Salad with Meat,600,40.0,30.0,50.0,🔴 高卡
Stir-fried Pork Belly,600,30.0,40.0,20.0,🔴 高卡
Strawberry French Toast and Eggs Benedict,600,10.0,25.0,80.0,🔴 高卡
Cucumber and Chickpea Salad,250,10.0,15.0,20.0,🔴 高卡
Chocolate-covered snacks,150,2.0,6.0,24.0,🟡 中卡
Mixed Meat and Vegetables with Rice,600,30.0,20.0,70.0,🔴 高卡
Noodle Soup with Shrimp and Beef,600,30.0,20.0,70.0,🔴 高卡
Beef Bibimbap,700,40.0,30.0,60.0,🔴 高卡
Cheese Snack,150,2.0,8.0,18.0,🟡 中卡
Melon platter,150,2.0,0.5,38.0,🟡 中卡
Hong Zao Snack,150,2.0,5.0,25.0,🟡 中卡
Sweetened Jujubes,150,1.0,0.5,35.0,🟡 中卡
Mango Mixed Juice,120,1.0,0.5,30.0,🟡 中卡
Cranberry and Pumpkin Seed Bars,250,4.0,10.0,36.0,🔴 高卡
Dim Sum Platter,450,25.0,20.0,40.0,🔴 高卡
Seafood Porridge,250,10.0,5.0,40.0,🔴 高卡
Stir-fried Vegetables with Nuts,250,10.0,15.0,20.0,🔴 高卡
Noodle Dish with Dumplings,600,25.0,20.0,80.0,🔴 高卡
Stir-fried Bok Choy with Shiitake Mushrooms,150,4.0,5.0,20.0,🟡 中卡
Chicken Alfredo Pasta,600,40.0,20.0,70.0,🔴 高卡
Bean Puree,250,5.0,10.0,35.0,🔴 高卡
Fried Snack Rolls,300,10.0,15.0,30.0,🔴 高卡
Noodles with Vegetables and Eggs,600,20.0,15.0,90.0,🔴 高卡
Chicken Feet with Peanuts,450,30.0,25.0,35.0,🔴 高卡
Mango Waffle,300,5.0,10.0,45.0,🔴 高卡
Fried Snacks with Salad,600,20.0,30.0,70.0,🔴 高卡
Pancakes with fruits and cream,600,10.0,20.0,90.0,🔴 高卡
Fried Chicken Legs,400,30.0,25.0,10.0,🔴 高卡
Ramen with Soft-Boiled Eggs,450,25.0,20.0,50.0,🔴 高卡
Chicken Pho,450,30.0,15.0,50.0,🔴 高卡
Peeled Orange,47,0.9,0.1,12.0,🟢 低卡
Meat Floss,300,25.0,15.0,10.0,🔴 高卡
Roasted Duck with Rice,600,40.0,30.0,50.0,🔴 高卡
Fruit (possibly longan or lychee),60,1.0,0.5,15.0,🟢 低卡
Pancakes with Blueberries and Bacon,600,10.0,20.0,90.0,🔴 高卡
Crab in Curry Sauce,600,50.0,30.0,10.0,🔴 高卡
Beef Bone Stew,800,60.0,50.0,20.0,🔴 高卡
Fried Noodles with Omelet and Chicken,800,40.0,35.0,90.0,🔴 高卡
Vegetable Upma,300,8.0,10.0,45.0,🔴 高卡
Yellow Soup,150,3.0,5.0,20.0,🟡 中卡
Fried Vegetable Sticks,300,5.0,15.0,35.0,🔴 高卡
Beef for Hot Pot,400,25.0,30.0,5.0,🔴 高卡
Guava Candy,140,0.0,0.5,35.0,🟡 中卡
Shrimp Cheese Balls,300,20.0,15.0,25.0,🔴 高卡
Pork and Green Pepper Stir-fry,350,25.0,15.0,20.0,🔴 高卡
Assorted Dessert Bowls,450,10.0,15.0,70.0,🔴 高卡
Donuts and Cream Puffs,400,4.0,20.0,50.0,🔴 高卡
Braised Pork with Potatoes,600,40.0,30.0,50.0,🔴 高卡
Blood sausage with vegetables,600,30.0,40.0,20.0,🔴 高卡
Kiwifruit,120,2.0,0.6,30.0,🟡 中卡
Packaged dumplings,300,15.0,10.0,40.0,🔴 高卡
Lay's Classic Potato Chips,150,2.0,10.0,15.0,🟡 中卡
Spicy Okra with Seafood,250,15.0,10.0,30.0,🔴 高卡
Stir-fried Eggplant with Chili,350,10.0,20.0,30.0,🔴 高卡
Vegetable Pakoras,300,5.0,15.0,35.0,🔴 高卡
Beef Stew with Bread,450,30.0,20.0,40.0,🔴 高卡
Meat Pastry,350,15.0,20.0,30.0,🔴 高卡
Shrimp Fried Noodles,600,30.0,20.0,70.0,🔴 高卡
Fruit Layered Cake,350,5.0,15.0,50.0,🔴 高卡
Puffed Corn Snacks,500,6.0,25.0,70.0,🔴 高卡
Fried Eggs with Meat and Potatoes,700,35.0,40.0,60.0,🔴 高卡
Red Bean Soup with Dumpling,350,8.0,10.0,60.0,🔴 高卡
Cheese and Pineapple Pizza,285,12.0,10.5,36.0,🔴 高卡
Beef and Asparagus Stir-Fry,350,25.0,15.0,30.0,🔴 高卡
Chicken and Vegetable Soup,350,25.0,10.0,40.0,🔴 高卡
Peanut Candy,250,5.0,10.0,35.0,🔴 高卡
Shrimp Toast and Yogurt Parfait,600,20.0,25.0,70.0,🔴 高卡
Meat and Rice Dish,600,40.0,30.0,50.0,🔴 高卡
Berry Cake,350,5.0,15.0,50.0,🔴 高卡
Braised Pork and Beef Dish,800,40.0,50.0,30.0,🔴 高卡
Coffee Snack,200,3.0,8.0,30.0,🟡 中卡
Shrimp and Clams in Sauce,450,35.0,15.0,20.0,🔴 高卡
Fried Pastry with Sauce,600,20.0,30.0,70.0,🔴 高卡
Whole Wheat Toast Bread,70,3.0,1.0,12.0,🟢 低卡
Rice Snacks,400,8.0,10.0,70.0,🔴 高卡
Carrot Cake,350,5.0,15.0,50.0,🔴 高卡
Peach and Dates,200,2.0,1.0,50.0,🟡 中卡
Stir-fried Noodles with Greens,350,15.0,10.0,50.0,🔴 高卡
Chicken Congee,300,15.0,10.0,40.0,🔴 高卡
Snack and Drink,250,5.0,10.0,35.0,🔴 高卡
Ovaltine Chocolate Spread,150,2.0,7.0,20.0,🟡 中卡
Fried Chicken Curry,600,40.0,30.0,50.0,🔴 高卡
Stir-fried mixed vegetables with chicken,600,30.0,20.0,70.0,🔴 高卡
Crab with sides,600,40.0,25.0,50.0,🔴 高卡
Ramen with skewers,800,40.0,30.0,90.0,🔴 高卡
Soybean Chips,224,3.5,3.5,42.0,🟡 中卡
Spicy Beef Curry,450,35.0,30.0,10.0,🔴 高卡
Grilled Meat Bowl,650,40.0,30.0,60.0,🔴 高卡
Oatmeal with Milk,250,10.0,5.0,45.0,🔴 高卡
Mixed Indian Thali,800,25.0,30.0,100.0,🔴 高卡
Duck Egg,155,13.0,11.0,1.0,🟡 中卡
Chicken Pineapple Pizza,300,15.0,12.0,36.0,🔴 高卡
Raw Coconut,354,3.3,33.5,15.2,🔴 高卡
Salmon Noodles,600,25.0,20.0,70.0,🔴 高卡
Orange and Orange Juice,120,2.0,0.3,30.0,🟡 中卡
Spicy Fish Salad,350,25.0,15.0,30.0,🔴 高卡
Seafood Noodle Platter,600,40.0,25.0,50.0,🔴 高卡
Snack or Dessert,200,3.0,5.0,35.0,🟡 中卡
Cured Meat,500,20.0,45.0,0.0,🔴 高卡
Spicy Sliced Meat,350,30.0,20.0,5.0,🔴 高卡
Xiangyoutiao,150,3.0,5.0,22.0,🟡 中卡
Guava Lime Drink,150,1.0,0.5,37.0,🟡 中卡
Meat and Tofu Soup,350,25.0,20.0,15.0,🔴 高卡
Diced Potatoes,130,3.0,0.2,30.0,🟡 中卡
Stuffed Tofu with Vegetables,600,30.0,25.0,50.0,🔴 高卡
Jollof Rice with Plantains,600,10.0,15.0,100.0,🔴 高卡
Chicken Dumpling Soup,350,25.0,10.0,40.0,🔴 高卡
Sea Salt Crackers,150,3.0,5.0,22.0,🟡 中卡
Aloo Paratha with Scrambled Eggs,600,20.0,25.0,70.0,🔴 高卡
Dried Tofu,350,20.0,10.0,50.0,🔴 高卡
Layered Green Tea Drink,250,5.0,10.0,35.0,🔴 高卡
Scallops with Vegetables,250,15.0,10.0,20.0,🔴 高卡
Prepared Chicken,250,25.0,15.0,0.0,🔴 高卡
Baked Bread,250,6.0,8.0,40.0,🔴 高卡
Seafood Platter with Creamy Soup,600,40.0,30.0,50.0,🔴 高卡
Stir-fried vegetables with rice and hot pot,800,40.0,30.0,90.0,🔴 高卡
Cucumber Yogurt Salad,250,10.0,15.0,20.0,🔴 高卡
Sesame Cake,250,5.0,10.0,35.0,🔴 高卡
Grilled Corn and Egg,300,12.0,10.0,45.0,🔴 高卡
Apple and Banana,150,1.5,0.5,38.0,🟡 中卡
Herb Chicken Stew,600,40.0,30.0,20.0,🔴 高卡
Beef and Daikon Soup,350,25.0,15.0,30.0,🔴 高卡
Stuffed Pastries,300,8.0,15.0,35.0,🔴 高卡
Raspberry White Chocolate Truffles,250,3.0,15.0,30.0,🔴 高卡
Spicy Stewed Meat with Vegetables,600,40.0,30.0,50.0,🔴 高卡
Meringue Dessert,250,3.0,10.0,35.0,🔴 高卡
Meat Bone Soup,300,25.0,20.0,5.0,🔴 高卡
Pastries and Coffee,600,10.0,30.0,70.0,🔴 高卡
Shrimp and Egg Mash,600,30.0,25.0,50.0,🔴 高卡
Satay,250,20.0,15.0,5.0,🔴 高卡
Buffet Meal,600,30.0,40.0,50.0,🔴 高卡
Grilled Chicken Pita,600,40.0,20.0,50.0,🔴 高卡
Pâté,250,15.0,20.0,10.0,🔴 高卡
Soy Milk,80,7.0,4.5,4.0,🟢 低卡
Rice with Fried Egg and Meat,600,30.0,20.0,70.0,🔴 高卡
Lychee Cake,350,5.0,15.0,50.0,🔴 高卡
Meat and Bread,450,30.0,20.0,40.0,🔴 高卡
Hamburger with Egg,450,20.0,25.0,35.0,🔴 高卡
Cassava with sauce,300,5.0,1.5,70.0,🔴 高卡
Stir-fried vegetables with meat and eggs,450,30.0,20.0,40.0,🔴 高卡
Beef Stew with Mashed Potatoes,600,40.0,25.0,50.0,🔴 高卡
Shrimp Fried Rice with Egg,600,35.0,20.0,70.0,🔴 高卡
Pandan Cake,200,3.0,5.0,35.0,🟡 中卡
Seafood Fried Rice,600,30.0,15.0,80.0,🔴 高卡
Scrambled Eggs with Ground Meat,350,25.0,20.0,30.0,🔴 高卡
Shrimp with sauce,300,25.0,10.0,5.0,🔴 高卡
Mixed Fried and Grilled Meats,800,40.0,50.0,60.0,🔴 高卡
Stir-fried vegetables with eggs and steamed bun,600,25.0,20.0,80.0,🔴 高卡
Peach Slices,60,1.0,0.2,15.0,🟢 低卡
Mixed Vegetable and Tofu Dish,250,15.0,10.0,30.0,🔴 高卡
Egg and Tomato Soup,250,15.0,10.0,30.0,🔴 高卡
Grilled Salmon with Rice and Broccoli,600,35.0,20.0,70.0,🔴 高卡
Vegetable Soup with Pastry,450,15.0,20.0,50.0,🔴 高卡
Savory Meat Dish,250,20.0,15.0,5.0,🔴 高卡
Dessert Cup,350,5.0,15.0,50.0,🔴 高卡
Tim Tam,100,1.0,5.0,12.0,🟡 中卡
Roasted Chicken and Stir-Fried Beef,800,60.0,45.0,30.0,🔴 高卡
Lychee Jelly,150,1.0,0.1,37.0,🟡 中卡
Foie Gras on Toast,450,20.0,25.0,30.0,🔴 高卡
Tteokbokki and Beef Hot Pot,800,40.0,30.0,90.0,🔴 高卡
Soba Noodles,350,12.0,5.0,60.0,🔴 高卡
Soy Sauce Chicken,250,15.0,10.0,30.0,🔴 高卡
Rice with Meat and Eggs,700,40.0,25.0,80.0,🔴 高卡
Spicy Cooked Shellfish,250,20.0,10.0,5.0,🔴 高卡
Apple Cake,250,4.0,8.0,40.0,🔴 高卡
Roast Duck with Noodle Salad,800,50.0,40.0,70.0,🔴 高卡
Fried Chicken with Potato Wedges,800,50.0,45.0,60.0,🔴 高卡
Pasta with vegetables,600,25.0,20.0,80.0,🔴 高卡
Meat Rice Bowl with Egg,600,30.0,25.0,60.0,🔴 高卡
Steamed Seafood with Noodles,250,15.0,10.0,30.0,🔴 高卡
Stir-fried greens with beef,350,25.0,15.0,30.0,🔴 高卡
Pasta with Creamy Sauce,600,15.0,20.0,80.0,🔴 高卡
Cornetto Ice Cream,250,4.0,12.0,34.0,🔴 高卡
Meringue Roll,250,4.0,10.0,35.0,🔴 高卡
Green Bagel,250,6.0,8.0,40.0,🔴 高卡
Cheesy Sausage Bread,350,12.0,15.0,40.0,🔴 高卡
Sweet Rice with Fruits,350,8.0,10.0,60.0,🔴 高卡
Creamy Ham and Green Onion Soup,250,15.0,10.0,30.0,🔴 高卡
Spicy Clams Stir-fry,350,25.0,15.0,30.0,🔴 高卡
Braised Pork Knuckle,800,50.0,60.0,10.0,🔴 高卡
Starfruit,31,1.0,0.3,7.0,🟢 低卡
Sesame Twists,300,5.0,15.0,40.0,🔴 高卡
Churro,250,3.0,10.0,38.0,🔴 高卡
Mixed Seafood and Beef Meal,800,50.0,30.0,100.0,🔴 高卡
Sweet Potato Balls,250,3.0,10.0,40.0,🔴 高卡
Sesame Buns with Snacks,400,10.0,15.0,55.0,🔴 高卡
Grilled Chicken with Vegetables and Pasta,600,40.0,15.0,80.0,🔴 高卡
Shellfish Platter,250,20.0,10.0,15.0,🔴 高卡
Spaghetti with Chicken and Vegetables,600,25.0,15.0,80.0,🔴 高卡
Packaged Rice Ball,150,3.0,5.0,25.0,🟡 中卡
Sweet Baked Goods,250,3.0,10.0,35.0,🔴 高卡
Fried Vegetable Pancakes,350,8.0,15.0,45.0,🔴 高卡
Cooked Cabbage,50,2.0,1.0,10.0,🟢 低卡
Mixed Vegetables and Eggs,400,20.0,15.0,50.0,🔴 高卡
Potato with Meatball,300,8.0,10.0,45.0,🔴 高卡
Grilled Fish and Vegetables,600,50.0,30.0,40.0,🔴 高卡
Quinoa Salad,450,25.0,15.0,60.0,🔴 高卡
Prebiotic Yogurt Hawthorn Ball,150,5.0,3.0,25.0,🟡 中卡
Steak Salad,600,50.0,30.0,20.0,🔴 高卡
Rolled Crepes,300,6.0,10.0,45.0,🔴 高卡
Polenta with Bacon and Cheese,600,25.0,30.0,50.0,🔴 高卡
Crawfish Stew,350,25.0,15.0,10.0,🔴 高卡
Shrimp Instant Noodles,300,8.0,12.0,45.0,🔴 高卡
Double Hamburger,600,30.0,35.0,40.0,🔴 高卡
Meat Soup with Rice,600,40.0,20.0,80.0,🔴 高卡
Fresh Toast,80,2.5,1.0,15.0,🟢 低卡
Assorted Fruits or Desserts,250,2.0,5.0,50.0,🔴 高卡
Colorful Snack Balls,150,3.0,7.0,20.0,🟡 中卡
Mixed Grill and Sides,800,40.0,30.0,70.0,🔴 高卡
Grilled Meat with Rice and Vegetables,700,40.0,25.0,80.0,🔴 高卡
Stuffed Vegetable Rolls,300,10.0,15.0,35.0,🔴 高卡
Beef in Sauce,350,30.0,20.0,5.0,🔴 高卡
Beef Rendang,350,30.0,20.0,10.0,🔴 高卡
Grilled Fish with Baked Potato,600,40.0,25.0,50.0,🔴 高卡
Rice and Bean Bowl,600,30.0,15.0,80.0,🔴 高卡
Mixed Vegetable and Egg Bowl,300,12.0,10.0,45.0,🔴 高卡
Mixed Skewers and Grilled Shrimp,800,60.0,40.0,30.0,🔴 高卡
Char Siu with Rice,600,40.0,30.0,50.0,🔴 高卡
Strawberry Milky Drink,150,5.0,3.0,25.0,🟡 中卡
Meat stew with rice,600,40.0,30.0,60.0,🔴 高卡
Rice with Fried Snacks and Vegetable Soup,600,15.0,20.0,80.0,🔴 高卡
Sweet and Sour Gnocchi,300,5.0,10.0,45.0,🔴 高卡
Spiced Nuts,200,8.0,15.0,10.0,🟡 中卡
Crawfish with Potatoes,600,40.0,20.0,50.0,🔴 高卡
Instant Noodles with Boiled Eggs and Sausage,600,25.0,20.0,70.0,🔴 高卡
Sweet Potato and Root Vegetable Mix,350,5.0,10.0,60.0,🔴 高卡
Dumpling Soup with Rolled Pancake,600,25.0,20.0,80.0,🔴 高卡
Strawberry and Jackfruit Dessert,150,2.0,1.0,35.0,🟡 中卡
Pastry and Coffee,450,10.0,20.0,60.0,🔴 高卡
Steamed Fish with Shrimp,600,50.0,20.0,60.0,🔴 高卡
Chicken Noodles with Egg,700,40.0,25.0,80.0,🔴 高卡
Fried Chicken Tenders,400,25.0,20.0,30.0,🔴 高卡
Mixed Vegetable and Fruit Bowl,250,8.0,10.0,35.0,🔴 高卡
Tonkatsu set,800,30.0,40.0,90.0,🔴 高卡
Mixed Fruit and Vegetable Salad,600,25.0,30.0,60.0,🔴 高卡
Fried Chicken with Fries and Coleslaw,700,40.0,30.0,60.0,🔴 高卡
Grilled Paneer Tikka,350,25.0,15.0,30.0,🔴 高卡
Fried Fish with Spices,250,20.0,15.0,10.0,🔴 高卡
Beef Udon with Fried Chicken,800,40.0,30.0,90.0,🔴 高卡
Fresh Mushrooms,22,3.1,0.3,3.3,🟢 低卡
Carrot and Apple Juice,150,2.0,0.5,35.0,🟡 中卡
Vietnamese rice noodle dish,600,30.0,20.0,70.0,🔴 高卡
Spicy Cooked Mushrooms,250,20.0,15.0,10.0,🔴 高卡
Grilled Meat and Dumpling,450,30.0,20.0,40.0,🔴 高卡
Meat Stew with Bread,600,40.0,30.0,50.0,🔴 高卡
Vegetable Dumplings in Sauce,350,15.0,10.0,50.0,🔴 高卡
Honey-flavored snack,250,5.0,10.0,35.0,🔴 高卡
Garlic Green Beans,150,4.0,5.0,25.0,🟡 中卡
Biryani with curries,800,25.0,30.0,100.0,🔴 高卡
Seasoned French Fries,365,4.0,17.0,58.0,🔴 高卡
Organic Milk,150,8.0,8.0,12.0,🟡 中卡
Kati Roll,500,20.0,15.0,70.0,🔴 高卡
Grilled Chicken with Naan,800,50.0,40.0,70.0,🔴 高卡
Bak Kut Teh,800,50.0,45.0,30.0,🔴 高卡
Beef and Rice with Egg,600,50.0,30.0,60.0,🔴 高卡
Packaged dessert or snack,100,3.0,2.0,15.0,🟡 中卡
Spicy Seafood Salad,350,25.0,15.0,30.0,🔴 高卡
Assorted Chocolates,250,3.0,15.0,30.0,🔴 高卡
Fried Noodles with Shrimp,600,25.0,20.0,70.0,🔴 高卡
Porridge with Flatbread,600,15.0,20.0,80.0,🔴 高卡
Braised Pork Belly with Sweet Potatoes,600,25.0,30.0,50.0,🔴 高卡
